"T, K","P, psi",X,Y,T Err,P Err,X Err,Y Err
220,100,0.01041,0.99990129,,,,
220,200,0.01985,0.99994549,,,,
220,500,0.05232,0.99997442,,,,
220,750,0.07653,0.99996841,,,,
220,1000,0.09522,0.99994813,,,,
220,1500,0.1189,0.9997965,,,,
220,2000,0.1312,0.9996181,,,,
220,3000,0.151,0.9994779,,,,
220,4000,0.1685,0.9994108,,,,
220,5000,0.1803,0.9993895,,,,
220,6000,0.1931,0.9993846,,,,
