"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
331.9,2.203,0.0,0.0,,,,
331.9,11.063,0.05,0.8096,,,,
331.9,19.086,0.1,0.8945,,,,
331.9,26.38,0.15,0.9272,,,,
331.9,33.056,0.2,0.9446,,,,
331.9,39.223,0.25,0.9555,,,,
331.9,44.993,0.3,0.9631,,,,
331.9,50.456,0.35,0.9689,,,,
331.9,55.654,0.4,0.9734,,,,
331.9,60.614,0.45,0.977,,,,
331.9,65.369,0.5,0.9801,,,,
331.9,69.946,0.55,0.9827,,,,
331.9,74.377,0.6,0.985,,,,
331.9,78.698,0.65,0.9871,,,,
331.9,82.968,0.7,0.989,,,,
331.9,87.247,0.75,0.9909,,,,
331.9,91.596,0.8,0.9926,,,,
331.9,96.074,0.85,0.9944,,,,
331.9,100.736,0.9,0.9962,,,,
331.9,105.62,0.95,0.998,,,,
331.9,110.763,1.0,1.0,,,,
