"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
353.37,40.0,0.0261,0.1921,+-0.01,+-0.1,,
346.62,40.0,0.0659,0.3914,+-0.01,+-0.1,,
341.13,40.0,0.125,0.5586,+-0.01,+-0.1,,
337.15,40.0,0.179,0.6407,+-0.01,+-0.1,,
331.38,40.0,0.3003,0.7555,+-0.01,+-0.1,,
328.63,40.0,0.4043,0.8131,+-0.01,+-0.1,,
326.99,40.0,0.5099,0.8403,+-0.01,+-0.1,,
325.89,40.0,0.5954,0.86,+-0.01,+-0.1,,
325.06,40.0,0.6954,0.879,+-0.01,+-0.1,,
324.54,40.0,0.7786,0.8967,+-0.01,+-0.1,,
324.18,40.0,0.886,0.9267,+-0.01,+-0.1,,
324.06,40.0,0.9481,0.9625,+-0.01,+-0.1,,
