"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
250.0,1.302,0.0,0.0,+-0.02,+-0.1%,+-0.002,+-0.002
250.0,1.435,0.0424,0.1092,+-0.02,+-0.1%,+-0.002,+-0.002
250.0,1.482,0.0571,0.1442,+-0.02,+-0.1%,+-0.002,+-0.002
250.0,1.55,0.0865,0.1944,+-0.02,+-0.1%,+-0.002,+-0.002
250.0,1.576,0.0974,0.2109,+-0.02,+-0.1%,+-0.002,+-0.002
250.0,1.649,0.128,0.2576,+-0.02,+-0.1%,+-0.002,+-0.002
250.0,1.692,0.1489,0.2885,+-0.02,+-0.1%,+-0.002,+-0.002
250.0,1.75,0.1783,0.3216,+-0.02,+-0.1%,+-0.002,+-0.002
250.0,1.867,0.2501,0.3988,+-0.02,+-0.1%,+-0.002,+-0.002
250.0,1.973,0.3373,0.4688,+-0.02,+-0.1%,+-0.002,+-0.002
250.0,2.022,0.3884,0.5023,+-0.02,+-0.1%,+-0.002,+-0.002
250.0,2.024,0.3922,0.5038,+-0.02,+-0.1%,+-0.002,+-0.002
250.0,2.081,0.4754,0.5561,+-0.02,+-0.1%,+-0.002,+-0.002
250.0,2.1,0.517,0.5807,+-0.02,+-0.1%,+-0.002,+-0.002
250.0,2.11,0.5344,0.593,+-0.02,+-0.1%,+-0.002,+-0.002
250.0,2.116,0.5525,0.6001,+-0.02,+-0.1%,+-0.002,+-0.002
250.0,2.12,0.572,0.6107,+-0.02,+-0.1%,+-0.002,+-0.002
250.0,2.128,0.6046,0.6287,+-0.02,+-0.1%,+-0.002,+-0.002
250.0,2.134,0.6601,0.6589,+-0.02,+-0.1%,+-0.002,+-0.002
250.0,2.082,0.8279,0.7685,+-0.02,+-0.1%,+-0.002,+-0.002
250.0,1.991,0.9048,0.8497,+-0.02,+-0.1%,+-0.002,+-0.002
250.0,1.905,0.9589,0.917,+-0.02,+-0.1%,+-0.002,+-0.002
250.0,1.821,0.9891,0.979,+-0.02,+-0.1%,+-0.002,+-0.002
250.0,1.787,1.0,1.0,+-0.02,+-0.1%,+-0.002,+-0.002
