"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
330.58,93.71,0.013,,0.25,0.4,0.003,
337.02,91.05,0.013,,0.25,0.4,0.003,
345.88,87.8,0.013,,0.25,0.4,0.003,
355.84,84.6,0.013,,0.25,0.4,0.003,
365.18,81.8,0.013,,0.25,0.4,0.003,
371.3,80.1,0.013,,0.25,0.4,0.003,
381.69,77.4,0.013,,0.25,0.4,0.003,
396.39,73.84,0.013,,0.25,0.4,0.003,
398.78,73.14,0.013,,0.25,0.4,0.003,
412.75,70.19,0.013,,0.25,0.4,0.003,
426.92,67.09,0.013,,0.25,0.4,0.003,
439.16,64.59,0.013,,0.25,0.4,0.003,
441.7,63.94,0.013,,0.25,0.4,0.003,
452.07,61.79,0.013,,0.25,0.4,0.003,
