"T, deg.C","P, psi",X,Y,T Err,P Err,X Err,Y Err
127.5,100,0.92,0.954,+-0.3,,,
129.2,100,0.827,0.895,+-0.3,,,
131.7,100,0.713,0.815,+-0.3,,,
132.8,100,0.687,0.802,+-0.3,,,
134.7,100,0.589,0.73,+-0.3,,,
137.3,100,0.515,0.668,+-0.3,,,
139.3,100,0.44,0.603,+-0.3,,,
141.7,100,0.354,0.512,+-0.3,,,
143.1,100,0.296,0.443,+-0.3,,,
147.1,100,0.194,0.315,+-0.3,,,
148.9,100,0.147,0.257,+-0.3,,,
150.6,100,0.103,0.19,+-0.3,,,
152.0,100,0.076,0.124,+-0.3,,,
153.3,100,0.019,0.035,+-0.3,,,
