"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
70.67,760.0,0.026,0.267,+-0.02,+-0.10,+-0.002,+-0.002
66.44,760.0,0.05,0.371,+-0.02,+-0.10,+-0.002,+-0.002
62.87,760.0,0.088,0.457,+-0.02,+-0.10,+-0.002,+-0.002
60.2,760.0,0.164,0.526,+-0.02,+-0.10,+-0.002,+-0.002
58.64,760.0,0.333,0.559,+-0.02,+-0.10,+-0.002,+-0.002
58.02,760.0,0.549,0.595,+-0.02,+-0.10,+-0.002,+-0.002
58.1,760.0,0.699,0.633,+-0.02,+-0.10,+-0.002,+-0.002
58.47,760.0,0.782,0.665,+-0.02,+-0.10,+-0.002,+-0.002
59.9,760.0,0.898,0.76,+-0.02,+-0.10,+-0.002,+-0.002
62.71,760.0,0.973,0.907,+-0.02,+-0.10,+-0.002,+-0.002
