"T, deg.C","P, atm",X,Y,T Err,P Err,X Err,Y Err
-25.0,30.0,0.0809,0.242,+-0.1,+-0.1,1%,1%
-25.0,40.0,0.172,0.385,+-0.1,+-0.1,1%,1%
-25.0,45.0,0.242,0.453,+-0.1,+-0.1,1%,1%
-25.0,50.0,0.284,0.478,+-0.1,+-0.1,1%,1%
-25.0,60.0,0.395,0.513,+-0.1,+-0.1,1%,1%
