"T, K","P, atm",X,Y,T Err,P Err,X Err,Y Err
115.2,1.87,0.0551,0.3107,+- 0.02,0.1%,,
115.2,3.58,0.2492,0.693,+- 0.02,0.1%,,
115.2,4.06,0.3213,0.7549,+- 0.02,0.1%,,
115.2,5.56,0.5075,0.8532,+- 0.02,0.1%,,
115.2,7.45,0.778,0.941,+- 0.02,0.1%,,
115.2,8.76,0.9561,0.9889,+- 0.02,0.1%,,
