"T, deg.C","P, bar",X,Y,T Err,P Err,X Err,Y Err
50.0,7.02,0.0,0.0,,,,
50.0,8.41,0.0958,0.2196,,,,
50.0,9.06,0.136,0.2968,,,,
50.0,9.81,0.188,0.3766,,,,
50.0,11.17,0.2786,0.4952,,,,
50.0,12.33,0.3665,0.5792,,,,
50.0,13.21,0.4333,0.6359,,,,
50.0,14.41,0.5201,0.7053,,,,
50.0,15.16,0.584,0.7467,,,,
50.0,16.41,0.6699,0.8073,,,,
50.0,18.07,0.7984,0.8826,,,,
50.0,19.44,0.9081,0.9464,,,,
50.0,20.04,0.956,0.9738,,,,
50.0,20.27,0.9721,0.9839,,,,
50.0,20.6,1.0,1.0,,,,
