"T, deg.C","P, MPa",X,Y,T Err,P Err,X Err,Y Err
77.05,2.1,0.0,0.0,,,,
77.05,2.17,0.0112,0.034,,,,
77.05,2.34,0.0312,0.0895,,,,
77.05,2.55,0.0553,0.1611,,,,
77.05,2.76,0.0797,0.2143,,,,
77.05,3.14,0.1231,0.3074,,,,
77.05,3.57,0.1722,0.3879,,,,
77.05,4.15,0.241,0.4652,,,,
77.05,4.65,0.2955,0.5065,,,,
77.05,5.79,0.4137,0.5916,,,,
77.05,6.24,0.4508,0.611,,,,
77.05,6.69,0.49,0.6272,,,,
77.05,6.91,0.5168,0.6342,,,,
