"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
373.15,16.629,0.0,,+-0.01,+-0.003,,
373.15,16.633,0.0,,+-0.01,+-0.003,,
373.15,20.318,0.054,,+-0.01,+-0.003,,
373.15,25.871,0.1411,,+-0.01,+-0.003,,
373.15,32.132,0.2498,,+-0.01,+-0.003,,
373.15,37.865,0.362,,+-0.01,+-0.003,,
373.15,41.735,0.4455,,+-0.01,+-0.003,,
373.15,46.107,0.5461,,+-0.01,+-0.003,,
373.15,51.939,0.6916,,+-0.01,+-0.003,,
373.15,54.006,0.7458,,+-0.01,+-0.003,,
373.15,57.956,0.8496,,+-0.01,+-0.003,,
373.15,61.925,0.9536,,+-0.01,+-0.003,,
373.15,63.74,1.0,,+-0.01,+-0.003,,
