"T, K","P, atm",X,Y,T Err,P Err,X Err,Y Err
423.15,10,0.0201,0.9994,0.2,+-0.1,,
423.15,20,0.0402,0.9996,0.2,+-0.1,,
423.15,30,0.0605,0.9996,0.2,+-0.1,,
423.15,40,0.0796,0.9997,0.2,+-0.1,,
423.15,50,0.0987,0.9997,0.2,+-0.1,,
