"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
347.65,39.99,0.0,,+-0.1,+-0.133,,
336.35,39.99,0.1168,,+-0.1,+-0.133,,
333.15,39.99,0.2271,,+-0.1,+-0.133,,
330.75,39.99,0.327,,+-0.1,+-0.133,,
329.35,39.99,0.4155,,+-0.1,+-0.133,,
327.75,39.99,0.5679,,+-0.1,+-0.133,,
327.65,39.99,0.5997,,+-0.1,+-0.133,,
327.25,39.99,0.6439,,+-0.1,+-0.133,,
327.05,39.99,0.681,,+-0.1,+-0.133,,
326.75,39.99,0.7147,,+-0.1,+-0.133,,
326.65,39.99,0.7474,,+-0.1,+-0.133,,
326.45,39.99,0.7993,,+-0.1,+-0.133,,
326.25,39.99,0.8455,,+-0.1,+-0.133,,
326.05,39.99,0.8882,,+-0.1,+-0.133,,
326.25,39.99,0.9178,,+-0.1,+-0.133,,
327.45,39.99,1.0,,+-0.1,+-0.133,,
