"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
367.05,131.32,0.0572,0.1556,+-0.01,+-0.02,+-0.0005,+-0.001
366.45,131.32,0.0716,0.1841,+-0.01,+-0.02,+-0.0005,+-0.001
364.95,131.32,0.101,0.2497,+-0.01,+-0.02,+-0.0005,+-0.001
364.15,131.32,0.1258,0.2875,+-0.01,+-0.02,+-0.0005,+-0.001
363.55,131.32,0.1425,0.3125,+-0.01,+-0.02,+-0.0005,+-0.001
362.65,131.32,0.1657,0.3544,+-0.01,+-0.02,+-0.0005,+-0.001
361.85,131.32,0.1933,0.3921,+-0.01,+-0.02,+-0.0005,+-0.001
361.25,131.32,0.2138,0.4137,+-0.01,+-0.02,+-0.0005,+-0.001
360.65,131.32,0.235,0.4408,+-0.01,+-0.02,+-0.0005,+-0.001
360.15,131.32,0.2532,0.4612,+-0.01,+-0.02,+-0.0005,+-0.001
359.65,131.32,0.2713,0.4806,+-0.01,+-0.02,+-0.0005,+-0.001
359.25,131.32,0.2909,0.4983,+-0.01,+-0.02,+-0.0005,+-0.001
358.65,131.32,0.3146,0.5216,+-0.01,+-0.02,+-0.0005,+-0.001
358.1,131.32,0.3413,0.5442,+-0.01,+-0.02,+-0.0005,+-0.001
357.75,131.32,0.3616,0.5596,+-0.01,+-0.02,+-0.0005,+-0.001
357.35,131.32,0.382,0.5749,+-0.01,+-0.02,+-0.0005,+-0.001
356.95,131.32,0.4044,0.5919,+-0.01,+-0.02,+-0.0005,+-0.001
356.65,131.32,0.4238,0.6055,+-0.01,+-0.02,+-0.0005,+-0.001
356.35,131.32,0.4453,0.621,+-0.01,+-0.02,+-0.0005,+-0.001
356.05,131.32,0.4651,0.6331,+-0.01,+-0.02,+-0.0005,+-0.001
355.6,131.32,0.4948,0.655,+-0.01,+-0.02,+-0.0005,+-0.001
355.35,131.32,0.5142,0.6666,+-0.01,+-0.02,+-0.0005,+-0.001
355.05,131.32,0.5381,0.6807,+-0.01,+-0.02,+-0.0005,+-0.001
354.65,131.32,0.5659,0.6975,+-0.01,+-0.02,+-0.0005,+-0.001
354.45,131.32,0.5892,0.7123,+-0.01,+-0.02,+-0.0005,+-0.001
354.15,131.32,0.6134,0.7267,+-0.01,+-0.02,+-0.0005,+-0.001
353.85,131.32,0.6391,0.742,+-0.01,+-0.02,+-0.0005,+-0.001
353.65,131.32,0.6647,0.7569,+-0.01,+-0.02,+-0.0005,+-0.001
353.35,131.32,0.6941,0.7759,+-0.01,+-0.02,+-0.0005,+-0.001
353.05,131.32,0.7226,0.7927,+-0.01,+-0.02,+-0.0005,+-0.001
352.95,131.32,0.7405,0.8038,+-0.01,+-0.02,+-0.0005,+-0.001
352.85,131.32,0.7571,0.8151,+-0.01,+-0.02,+-0.0005,+-0.001
352.65,131.32,0.788,0.8343,+-0.01,+-0.02,+-0.0005,+-0.001
352.45,131.32,0.8193,0.8557,+-0.01,+-0.02,+-0.0005,+-0.001
352.2,131.32,0.8522,0.8798,+-0.01,+-0.02,+-0.0005,+-0.001
352.05,131.32,0.8906,0.9084,+-0.01,+-0.02,+-0.0005,+-0.001
351.85,131.32,0.9341,0.9444,+-0.01,+-0.02,+-0.0005,+-0.001
