"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
230.0,0.701,0.0,0.0,0.1%,0.1%,,
230.0,0.845,0.0186,0.1957,0.1%,0.1%,,
230.0,0.938,0.0315,0.242,0.1%,0.1%,,
230.0,1.027,0.0417,0.2968,0.1%,0.1%,,
230.0,1.158,0.0585,0.3737,0.1%,0.1%,,
230.0,1.32,0.0787,0.4445,0.1%,0.1%,,
230.0,1.58,0.111,0.5276,0.1%,0.1%,,
230.0,2.118,0.1785,0.6319,0.1%,0.1%,,
230.0,2.756,0.2573,0.71,0.1%,0.1%,,
230.0,3.339,0.3294,0.7538,0.1%,0.1%,,
230.0,3.916,0.4002,0.7806,0.1%,0.1%,,
230.0,4.309,0.448,0.7948,0.1%,0.1%,,
230.0,5.093,0.5392,0.8133,0.1%,0.1%,,
230.0,5.558,0.5962,0.8163,0.1%,0.1%,,
230.0,6.033,0.6543,0.8146,0.1%,0.1%,,
230.0,6.222,0.6813,0.8113,0.1%,0.1%,,
230.0,6.361,0.7017,0.8056,0.1%,0.1%,,
230.0,6.487,0.7341,0.7915,0.1%,0.1%,,
