"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
480.5,101.1,0.0,0.0,0.1,0.133,+-0.1,+-0.1
477.7,101.1,0.0575,0.1167,0.1,0.133,+-0.1,+-0.1
476.0,101.1,0.1255,0.2003,0.1,0.133,+-0.1,+-0.1
474.6,101.1,0.1774,0.2621,0.1,0.133,+-0.1,+-0.1
473.8,101.1,0.2342,0.3214,0.1,0.133,+-0.1,+-0.1
472.6,101.1,0.333,0.4012,0.1,0.133,+-0.1,+-0.1
472.2,101.1,0.4127,0.4545,0.1,0.133,+-0.1,+-0.1
472.0,101.1,0.4619,0.5002,0.1,0.133,+-0.1,+-0.1
471.8,101.1,0.56,0.56,0.1,0.133,+-0.1,+-0.1
471.8,101.1,0.6088,0.5843,0.1,0.133,+-0.1,+-0.1
472.0,101.1,0.6614,0.6406,0.1,0.133,+-0.1,+-0.1
472.2,101.1,0.7267,0.6908,0.1,0.133,+-0.1,+-0.1
472.6,101.1,0.7813,0.7453,0.1,0.133,+-0.1,+-0.1
473.0,101.1,0.861,0.82,0.1,0.133,+-0.1,+-0.1
473.8,101.1,0.9209,0.8909,0.1,0.133,+-0.1,+-0.1
475.0,101.1,1.0,1.0,0.1,0.133,+-0.1,+-0.1
