"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
56.9,760,0.01,0.3,+-0.1,+-0.4,,
51.3,760,0.022,0.418,+-0.1,+-0.4,,
51.2,760,0.04,0.439,+-0.1,+-0.4,,
50.5,760,0.095,0.477,+-0.1,+-0.4,,
49.9,760,0.175,0.491,+-0.1,+-0.4,,
50.0,760,0.283,0.496,+-0.1,+-0.4,,
49.9,760,0.405,0.497,+-0.1,+-0.4,,
49.0,760,0.525,0.502,+-0.1,+-0.4,,
49.9,760,0.704,0.5,+-0.1,+-0.4,,
49.9,760,0.724,0.5,+-0.1,+-0.4,,
50.2,760,0.846,0.516,+-0.1,+-0.4,,
50.1,760,0.854,0.516,+-0.1,+-0.4,,
50.2,760,0.875,0.515,+-0.1,+-0.4,,
51.4,760,0.906,0.55,+-0.1,+-0.4,,
51.2,760,0.906,0.551,+-0.1,+-0.4,,
51.7,760,0.922,0.56,+-0.1,+-0.4,,
51.6,760,0.923,0.56,+-0.1,+-0.4,,
52.8,760,0.949,0.612,+-0.1,+-0.4,,
53.8,760,0.957,0.635,+-0.1,+-0.4,,
54.7,760,0.965,0.664,+-0.1,+-0.4,,
55.8,760,0.965,0.695,+-0.1,+-0.4,,
55.6,760,0.968,0.694,+-0.1,+-0.4,,
58.2,760,0.977,0.768,+-0.1,+-0.4,,
57.9,760,0.978,0.755,+-0.1,+-0.4,,
63.0,760,0.993,0.935,+-0.1,+-0.4,,
63.5,760,0.9955,0.95,+-0.1,+-0.4,,
