"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
342.48,10.923,0.0519,,0.01,,+-0.001,
344.4,11.194,0.0519,,0.01,,+-0.001,
346.3,11.466,0.0519,,0.01,,+-0.001,
348.2,11.727,0.0519,,0.01,,+-0.001,
350.1,11.987,0.0519,,0.01,,+-0.001,
352.03,12.248,0.0519,,0.01,,+-0.001,
353.91,12.493,0.0519,,0.01,,+-0.001,
355.84,12.745,0.0519,,0.01,,+-0.001,
359.73,13.266,0.0519,,0.01,,+-0.001,
364.54,13.804,0.0519,,0.01,,+-0.001,
369.26,14.336,0.0519,,0.01,,+-0.001,
374.11,14.856,0.0519,,0.01,,+-0.001,
378.98,15.358,0.0519,,0.01,,+-0.001,
383.86,15.828,0.0519,,0.01,,+-0.001,
388.73,16.268,0.0519,,0.01,,+-0.001,
