"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
323,13.44,,0.9302,,,,
323,14.5,0.2408,0.9216,,,,
323,15.62,0.2602,0.9324,,,,
323,17.81,0.3019,0.9238,,,,
323,19.18,0.3276,0.9131,,,,
323,20.15,0.3478,,,,,
323,21.64,0.3786,0.9148,,,,
323,23.38,0.4124,0.896,,,,
323,24.59,0.4395,,,,,
323,24.91,0.4483,0.8879,,,,
323,25.82,0.4679,0.8749,,,,
323,26.19,0.4759,0.8656,,,,
323,27.48,0.5065,,,,,
323,27.5,,0.8467,,,,
323,28.25,0.5333,0.8397,,,,
323,28.51,0.5401,0.8334,,,,
323,28.62,0.5571,0.8249,,,,
323,28.83,0.5539,0.8206,,,,
323,29.0,0.5669,0.8186,,,,
323,29.01,,0.8165,,,,
323,29.17,0.5769,0.8132,,,,
323,29.37,0.586,0.8102,,,,
323,29.41,,0.8101,,,,
323,29.44,0.5991,0.8033,,,,
323,29.62,0.6163,0.8005,,,,
323,29.89,0.6289,0.7829,,,,
323,30.01,0.6486,0.7758,,,,
323,30.25,0.658,,,,,
323,30.31,0.6695,0.7387,,,,
323,30.41,0.6891,0.7197,,,,
