"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
80.3,760,0.023,0.026,,+-0.2,,
79.7,760,0.087,0.106,,+-0.2,,
79.1,760,0.155,0.185,,+-0.2,,
78.6,760,0.227,0.263,,+-0.2,,
78.2,760,0.286,0.326,,+-0.2,,
77.7,760,0.352,0.391,,+-0.2,,
77.4,760,0.413,0.449,,+-0.2,,
77.1,760,0.473,0.506,,+-0.2,,
76.9,760,0.518,0.548,,+-0.2,,
76.8,760,0.535,0.564,,+-0.2,,
76.7,760,0.582,0.605,,+-0.2,,
76.5,760,0.642,0.658,,+-0.2,,
76.4,760,0.701,0.712,,+-0.2,,
76.3,760,0.76,0.763,,+-0.2,,
76.3,760,0.816,0.815,,+-0.2,,
76.4,760,0.872,0.867,,+-0.2,,
76.5,760,0.926,0.921,,+-0.2,,
76.7,760,0.979,0.977,,+-0.2,,
