"T, deg.F","P, psi",X,Y,T Err,P Err,X Err,Y Err
150,106.46,0.0,0.0,0.01,0.1%,0.0002,0.0002
150,109.12,0.1,0.1172,0.01,0.1%,0.0002,0.0002
150,111.59,0.2,0.2276,0.01,0.1%,0.0002,0.0002
150,113.83,0.3,0.3321,0.01,0.1%,0.0002,0.0002
150,115.83,0.4,0.4318,0.01,0.1%,0.0002,0.0002
150,117.56,0.5,0.5276,0.01,0.1%,0.0002,0.0002
150,118.99,0.6,0.621,0.01,0.1%,0.0002,0.0002
150,120.1,0.7,0.7133,0.01,0.1%,0.0002,0.0002
150,120.89,0.8,0.8061,0.01,0.1%,0.0002,0.0002
150,121.25,0.9,0.9011,0.01,0.1%,0.0002,0.0002
150,120.83,1.0,1.0,0.01,0.1%,0.0002,0.0002
