"T, deg.C","P, kPa",X,Y,T Err,P Err,X Err,Y Err
150,189.46,1.0,,+-0.05,+-0.05,,
150,201.32,0.9618,,+-0.05,+-0.05,,
150,209.85,0.9344,,+-0.05,+-0.05,,
150,219.25,0.9023,,+-0.05,+-0.05,,
150,253.89,0.7922,,+-0.05,+-0.05,,
150,285.88,0.6924,,+-0.05,+-0.05,,
150,298.54,0.6675,,+-0.05,+-0.05,,
150,319.24,0.5935,,+-0.05,+-0.05,,
150,328.88,0.5636,,+-0.05,+-0.05,,
150,354.13,0.4797,,+-0.05,+-0.05,,
150,360.94,0.4531,,+-0.05,+-0.05,,
150,385.53,0.3864,,+-0.05,+-0.05,,
150,397.14,0.3313,,+-0.05,+-0.05,,
150,430.1,0.2232,,+-0.05,+-0.05,,
150,467.16,0.1069,,+-0.05,+-0.05,,
150,483.79,0.0541,,+-0.05,+-0.05,,
150,492.44,0.0248,,+-0.05,+-0.05,,
150,500.41,0.0,,+-0.05,+-0.05,,
