"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
79.8,760,0.972,,,,,
79.7,760,0.943,,,,,
79.6,760,0.93,,,,,
79.6,760,0.905,,,,,
79.5,760,0.862,,,,,
79.5,760,0.845,0.842,,,,
79.5,760,0.842,,,,,
79.4,760,0.825,0.825,,,,
79.5,760,0.776,0.788,,,,
79.7,760,0.754,0.77,,,,
79.7,760,0.714,0.744,,,,
79.9,760,0.675,0.716,,,,
80.3,760,0.614,0.675,,,,
80.5,760,0.585,0.655,,,,
80.9,760,0.535,0.62,,,,
81.4,760,0.486,0.585,,,,
81.9,760,0.445,0.548,,,,
82.8,760,0.373,0.493,,,,
84.7,760,0.247,0.36,,,,
85.8,760,0.181,0.285,,,,
87.1,760,0.125,0.218,,,,
87.3,760,0.115,0.191,,,,
88.3,760,0.072,0.132,,,,
89.1,760,0.036,0.068,,,,
