"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
66.5,400,0.059,0.077,+-0.05,+-0.5,,
66.25,400,0.1,0.107,+-0.05,+-0.5,,
66.24,400,0.129,0.127,+-0.05,+-0.5,,
66.3,400,0.13,0.128,+-0.05,+-0.5,,
66.3,400,0.113,0.12,+-0.05,+-0.5,,
66.4,400,0.161,0.147,+-0.05,+-0.5,,
66.5,400,0.239,0.176,+-0.05,+-0.5,,
66.4,400,0.216,0.172,+-0.05,+-0.5,,
67.7,400,0.377,0.218,+-0.05,+-0.5,,
67.5,400,0.348,0.215,+-0.05,+-0.5,,
68.8,400,0.558,0.232,+-0.05,+-0.5,,
70.8,400,0.786,0.272,+-0.05,+-0.5,,
77.5,400,0.89,0.321,+-0.05,+-0.5,,
78.3,400,0.909,0.336,+-0.05,+-0.5,,
84.1,400,0.951,0.432,+-0.05,+-0.5,,
85.1,400,0.954,0.446,+-0.05,+-0.5,,
92.1,400,0.977,0.576,+-0.05,+-0.5,,
101.9,400,0.979,0.586,+-0.05,+-0.5,,
101.6,400,0.994,0.798,+-0.05,+-0.5,,
101.1,400,0.993,0.78,+-0.05,+-0.5,,
