"T, deg.C","P, bar",X,Y,T Err,P Err,X Err,Y Err
104.4,49.9,0.31,0.994,,,,
104.4,93.9,0.522,0.991,,,,
104.4,131.9,0.695,0.983,,,,
104.4,154.5,0.798,0.964,,,,
