"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
55,707.37,0.9529,0.9629,,,+-0.05,+-0.05
55,684.21,0.9232,0.924,,,+-0.05,+-0.05
55,644.62,0.7338,0.8729,,,+-0.05,+-0.05
55,637.84,0.7216,0.8617,,,+-0.05,+-0.05
55,602.2,0.6084,0.8098,,,+-0.05,+-0.05
55,563.06,0.5234,0.7655,,,+-0.05,+-0.05
55,533.87,0.4314,0.7284,,,+-0.05,+-0.05
55,517.54,0.3879,0.6995,,,+-0.05,+-0.05
55,456.4,0.2687,0.6024,,,+-0.05,+-0.05
55,442.91,0.2353,0.5722,,,+-0.05,+-0.05
55,390.23,0.1591,0.4762,,,+-0.05,+-0.05
55,331.59,0.0971,0.3625,,,+-0.05,+-0.05
55,299.5,0.0642,0.2777,,,+-0.05,+-0.05
55,257.97,0.0237,0.1166,,,+-0.05,+-0.05
