"T, deg.C","P, bar",X,Y,T Err,P Err,X Err,Y Err
-9.66,0.01819,0.107,,,,,
-3.78,0.02683,0.107,,,,,
-0.3,0.03357,0.107,,,,,
5.01,0.04693,0.107,,,,,
10.05,0.06288,0.107,,,,,
15.2,0.0846,0.107,,,,,
20.36,0.11288,0.107,,,,,
