"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
333.22,0.491,0.4174,,0.02,0.01,,
343.28,0.61,0.4174,,0.02,0.01,,
353.25,0.745,0.4174,,0.02,0.01,,
363.26,0.897,0.4174,,0.02,0.01,,
373.27,1.066,0.4174,,0.02,0.01,,
383.26,1.252,0.4174,,0.02,0.01,,
393.29,1.459,0.4174,,0.02,0.01,,
403.35,1.689,0.4174,,0.02,0.01,,
413.38,1.928,0.4174,,0.02,0.01,,
423.36,2.19,0.4174,,0.02,0.01,,
433.35,2.474,0.4174,,0.02,0.01,,
443.36,2.782,0.4174,,0.02,0.01,,
453.36,3.112,0.4174,,0.02,0.01,,
463.33,3.463,0.4174,,0.02,0.01,,
473.3,3.84,0.4174,,0.02,0.01,,
483.25,4.229,0.4174,,0.02,0.01,,
493.25,4.624,0.4174,,0.02,0.01,,
498.22,4.808,0.4174,,0.02,0.01,,
503.23,4.958,0.4174,,0.02,0.01,,
508.21,5.019,0.4174,,0.02,0.01,,
508.93,5.02,0.4174,,0.02,0.01,,
