"T, deg.C","P, kPa",X,Y,T Err,P Err,X Err,Y Err
115.0,16.89,0.0,0.0,+-0.01,,,
115.0,51.76,0.1312,0.7155,+-0.01,,,
115.0,62.1,0.2181,0.7692,+-0.01,,,
115.0,78.7,0.4938,0.8414,+-0.01,,,
115.0,82.26,0.5967,0.8576,+-0.01,,,
115.0,86.57,0.739,0.8846,+-0.01,,,
115.0,88.53,0.8106,0.9023,+-0.01,,,
115.0,90.12,0.8705,0.9218,+-0.01,,,
115.0,91.18,0.9117,0.9397,+-0.01,,,
115.0,91.74,0.95,0.9609,+-0.01,,,
115.0,92.14,0.9695,0.9744,+-0.01,,,
115.0,92.34,0.9849,0.9871,+-0.01,,,
115.0,92.41,0.9956,0.9965,+-0.01,,,
115.0,92.48,1.0,1.0,+-0.01,,,
