"T, deg.C","P, kPa",X,Y,T Err,P Err,X Err,Y Err
57.2,99.3,0.953,0.978,0.1,0.5,0.001,0.001
58.1,99.3,0.9,0.952,0.1,0.5,0.001,0.001
59.0,99.3,0.848,0.925,0.1,0.5,0.001,0.001
60.1,99.4,0.792,0.893,0.1,0.5,0.001,0.001
60.6,99.5,0.765,0.877,0.1,0.5,0.001,0.001
62.0,99.5,0.691,0.83,0.1,0.5,0.001,0.001
63.4,99.5,0.62,0.78,0.1,0.5,0.001,0.001
64.2,99.9,0.586,0.755,0.1,0.5,0.001,0.001
65.4,100.1,0.536,0.715,0.1,0.5,0.001,0.001
66.6,100.1,0.484,0.67,0.1,0.5,0.001,0.001
66.9,100.1,0.471,0.658,0.1,0.5,0.001,0.001
69.0,99.8,0.38,0.569,0.1,0.5,0.001,0.001
70.4,99.8,0.326,0.51,0.1,0.5,0.001,0.001
71.7,99.8,0.275,0.448,0.1,0.5,0.001,0.001
73.0,99.9,0.231,0.391,0.1,0.5,0.001,0.001
74.3,100.0,0.186,0.327,0.1,0.5,0.001,0.001
75.8,100.1,0.14,0.257,0.1,0.5,0.001,0.001
77.3,100.2,0.092,0.177,0.1,0.5,0.001,0.001
78.7,100.2,0.05,0.101,0.1,0.5,0.001,0.001
