"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
53.2,760,0.025,0.135,+-0.02,0+-2,+-1%,+-1%
52.68,760,0.029,0.145,+-0.02,0+-2,+-1%,+-1%
51.16,760,0.06,0.205,+-0.02,0+-2,+-1%,+-1%
50.23,760,0.09,0.245,+-0.02,0+-2,+-1%,+-1%
49.92,760,0.11,0.24,+-0.02,0+-2,+-1%,+-1%
49.41,760,0.16,0.28,+-0.02,0+-2,+-1%,+-1%
49.39,760,0.18,0.295,+-0.02,0+-2,+-1%,+-1%
49.15,760,0.24,0.3,+-0.02,0+-2,+-1%,+-1%
48.95,760,0.27,0.32,+-0.02,0+-2,+-1%,+-1%
48.93,760,0.315,0.325,+-0.02,0+-2,+-1%,+-1%
48.99,760,0.38,0.35,+-0.02,0+-2,+-1%,+-1%
48.96,760,0.4,0.35,+-0.02,0+-2,+-1%,+-1%
49.02,760,0.45,0.365,+-0.02,0+-2,+-1%,+-1%
49.22,760,0.515,0.375,+-0.02,0+-2,+-1%,+-1%
49.44,760,0.555,0.385,+-0.02,0+-2,+-1%,+-1%
49.7,760,0.61,0.405,+-0.02,0+-2,+-1%,+-1%
51.23,760,0.745,0.475,+-0.02,0+-2,+-1%,+-1%
52.45,760,0.795,0.51,+-0.02,0+-2,+-1%,+-1%
53.55,760,0.84,0.555,+-0.02,0+-2,+-1%,+-1%
54.0,760,0.85,0.573,+-0.02,0+-2,+-1%,+-1%
55.52,760,0.89,0.64,+-0.02,0+-2,+-1%,+-1%
55.86,760,0.895,0.645,+-0.02,0+-2,+-1%,+-1%
57.25,760,0.918,0.705,+-0.02,0+-2,+-1%,+-1%
58.66,760,0.938,0.76,+-0.02,0+-2,+-1%,+-1%
60.02,760,0.956,0.81,+-0.02,0+-2,+-1%,+-1%
61.48,760,0.973,0.875,+-0.02,0+-2,+-1%,+-1%
62.04,760,0.979,0.9,+-0.02,0+-2,+-1%,+-1%
