"T, deg.F","P, psi",X,Y,T Err,P Err,X Err,Y Err
125,74.42,0.0,0.0,0.01,0.1%,0.0002,0.0002
125,76.51,0.1,0.12,0.01,0.1%,0.0002,0.0002
125,78.41,0.2,0.2315,0.01,0.1%,0.0002,0.0002
125,80.1,0.3,0.336,0.01,0.1%,0.0002,0.0002
125,81.58,0.4,0.4349,0.01,0.1%,0.0002,0.0002
125,82.84,0.5,0.5298,0.01,0.1%,0.0002,0.0002
125,83.85,0.6,0.622,0.01,0.1%,0.0002,0.0002
125,84.62,0.7,0.7134,0.01,0.1%,0.0002,0.0002
125,85.12,0.8,0.8058,0.01,0.1%,0.0002,0.0002
125,85.35,0.9,0.9008,0.01,0.1%,0.0002,0.0002
125,84.9,1.0,1.0,0.01,0.1%,0.0002,0.0002
