"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
323.18,8.453,0.9181,0.9706,+-0.1,+-0.014,+-0.005,+-0.0007
323.18,8.122,0.9044,0.9733,+-0.1,+-0.014,+-0.005,+-0.0007
323.19,7.86,0.8905,0.9746,+-0.1,+-0.014,+-0.005,+-0.0007
322.78,7.005,0.8273,0.9755,+-0.1,+-0.014,+-0.005,+-0.0007
322.83,6.709,0.7959,0.9767,+-0.1,+-0.014,+-0.005,+-0.0007
322.89,6.281,0.7593,0.9766,+-0.1,+-0.014,+-0.005,+-0.0007
322.9,5.84,0.7132,0.9767,+-0.1,+-0.014,+-0.005,+-0.0007
322.91,5.516,0.6792,0.9765,+-0.1,+-0.014,+-0.005,+-0.0007
322.93,5.123,0.6431,0.976,+-0.1,+-0.014,+-0.005,+-0.0007
322.9,4.813,0.6117,0.9757,+-0.1,+-0.014,+-0.005,+-0.0007
322.97,4.468,0.5818,0.975,+-0.1,+-0.014,+-0.005,+-0.0007
322.92,4.116,0.5455,0.9738,+-0.1,+-0.014,+-0.005,+-0.0007
322.98,3.723,0.5068,0.9727,+-0.1,+-0.014,+-0.005,+-0.0007
323.1,3.447,0.4812,0.9713,+-0.1,+-0.014,+-0.005,+-0.0007
323.11,3.116,0.4514,0.9694,+-0.1,+-0.014,+-0.005,+-0.0007
323.04,2.772,0.4168,0.9671,+-0.1,+-0.014,+-0.005,+-0.0007
322.97,2.33,0.3762,0.963,+-0.1,+-0.014,+-0.005,+-0.0007
