"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
72.36,760,0.059,0.07,+-0.01,+-2,,
72.18,760,0.08,0.088,+-0.01,+-2,,
72.18,760,0.108,0.116,+-0.01,+-2,,
72.11,760,0.122,0.13,+-0.01,+-2,,
72.08,760,0.169,0.174,+-0.01,+-2,,
72.1,760,0.193,0.192,+-0.01,+-2,,
72.15,760,0.275,0.257,+-0.01,+-2,,
72.34,760,0.372,0.327,+-0.01,+-2,,
72.47,760,0.407,0.354,+-0.01,+-2,,
72.8,760,0.456,0.394,+-0.01,+-2,,
73.16,760,0.521,0.444,+-0.01,+-2,,
73.3,760,0.542,0.462,+-0.01,+-2,,
73.78,760,0.593,0.494,+-0.01,+-2,,
74.1,760,0.63,0.538,+-0.01,+-2,,
74.61,760,0.681,0.584,+-0.01,+-2,,
74.84,760,0.695,0.59,+-0.01,+-2,,
74.96,760,0.71,0.603,+-0.01,+-2,,
75.95,760,0.781,0.678,+-0.01,+-2,,
76.4,760,0.81,0.701,+-0.01,+-2,,
76.63,760,0.819,0.707,+-0.01,+-2,,
77.24,760,0.857,0.766,+-0.01,+-2,,
77.88,760,0.878,0.793,+-0.01,+-2,,
78.94,760,0.93,0.872,+-0.01,+-2,,
80.2,760,0.965,0.931,+-0.01,+-2,,
