"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
60,140.0,0.0,0.0,,,,
60,155.4,0.005,0.103,,,,
60,169.55,0.01,0.181,,,,
60,182.55,0.015,0.242,,,,
60,194.4,0.02,0.291,,,,
60,232.6,0.04,0.416,,,,
60,260.4,0.06,0.485,,,,
60,281.2,0.08,0.529,,,,
60,296.45,0.1,0.557,,,,
60,319.7,0.15,0.597,,,,
60,333.5,0.2,0.62,,,,
60,351.65,0.3,0.652,,,,
60,363.7,0.4,0.675,,,,
60,371.6,0.5,0.695,,,,
60,377.7,0.6,0.717,,,,
60,381.7,0.7,0.743,,,,
60,382.65,0.8,0.785,,,,
60,380.7,0.85,0.814,,,,
60,375.9,0.9,0.856,,,,
60,366.8,0.95,0.914,,,,
60,351.1,1.0,1.0,,,,
