"T, deg.C","P, psi",X,Y,T Err,P Err,X Err,Y Err
70.0,22.0,0.786,0.0505,+-0.04,0.25,+-0.5%,+-0.5%
70.0,41.5,0.769,0.0225,+-0.04,0.25,+-0.5%,+-0.5%
70.0,83.0,0.748,0.0105,+-0.04,0.25,+-0.5%,+-0.5%
70.0,141.0,0.731,0.0063,+-0.04,0.25,+-0.5%,+-0.5%
70.0,222.0,0.716,0.00415,+-0.04,0.25,+-0.5%,+-0.5%
