"T, deg.C","P, kPa",X,Y,T Err,P Err,X Err,Y Err
205.3,36.69,1.0,1.0,0.1,0.05,0.0015,0.0015
205.3,40.97,0.8863,0.8649,0.1,0.05,0.0015,0.0015
205.4,42.14,0.7772,0.7393,0.1,0.05,0.0015,0.0015
205.3,42.59,0.7055,0.663,0.1,0.05,0.0015,0.0015
205.3,43.56,0.6001,0.5545,0.1,0.05,0.0015,0.0015
205.3,44.41,0.4946,0.4512,0.1,0.05,0.0015,0.0015
205.4,45.28,0.3949,0.359,0.1,0.05,0.0015,0.0015
205.3,45.47,0.3265,0.2935,0.1,0.05,0.0015,0.0015
205.3,46.07,0.2526,0.2271,0.1,0.05,0.0015,0.0015
205.4,46.78,0.1578,0.1423,0.1,0.05,0.0015,0.0015
205.2,46.91,0.0849,0.0763,0.1,0.05,0.0015,0.0015
205.3,47.48,0.0,0.0,0.1,0.05,0.0015,0.0015
