"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
343.15,73.417,0.0,,+-0.01,+-0.01,,
343.15,72.023,0.0365,0.0186,+-0.01,+-0.01,,
343.15,69.35,0.1058,0.0557,+-0.01,+-0.01,,
343.15,68.356,0.1332,0.0707,+-0.01,+-0.01,,
343.15,66.87,0.1726,0.0946,+-0.01,+-0.01,,
343.15,64.212,0.2632,0.1396,+-0.01,+-0.01,,
343.15,62.809,0.2806,0.164,+-0.01,+-0.01,,
343.15,61.671,0.3108,0.1854,+-0.01,+-0.01,,
343.15,60.868,0.3323,0.2015,+-0.01,+-0.01,,
343.15,60.078,0.353,0.2172,+-0.01,+-0.01,,
343.15,59.422,0.3711,0.2298,+-0.01,+-0.01,,
343.15,58.5,0.3956,0.2495,+-0.01,+-0.01,,
343.15,57.654,0.4183,0.2666,+-0.01,+-0.01,,
343.15,56.466,0.4508,0.2946,+-0.01,+-0.01,,
343.15,55.171,0.4853,0.3242,+-0.01,+-0.01,,
343.15,54.989,0.4902,0.3286,+-0.01,+-0.01,,
343.15,54.105,0.5146,0.3514,+-0.01,+-0.01,,
343.15,53.468,0.5316,0.3682,+-0.01,+-0.01,,
343.15,51.792,0.5773,0.4125,+-0.01,+-0.01,,
343.15,51.012,0.5988,0.4338,+-0.01,+-0.01,,
343.15,49.353,0.6438,0.4822,+-0.01,+-0.01,,
343.15,48.088,0.6791,0.5218,+-0.01,+-0.01,,
343.15,46.447,0.7245,0.5763,+-0.01,+-0.01,,
343.15,44.231,0.7874,0.6571,+-0.01,+-0.01,,
343.15,43.024,0.8207,0.7037,+-0.01,+-0.01,,
343.15,41.747,0.8573,0.7579,+-0.01,+-0.01,,
343.15,40.487,0.8925,0.8123,+-0.01,+-0.01,,
343.15,39.493,0.9208,0.8579,+-0.01,+-0.01,,
343.15,36.728,1.0,,+-0.01,+-0.01,,
