"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
30,58.4,0.0,,+- 0.002,0.02%,,
30,110.84,0.0514,,+- 0.002,0.02%,,
30,117.63,0.1556,,+- 0.002,0.02%,,
30,119.81,0.2685,,+- 0.002,0.02%,,
30,120.42,0.3548,,+- 0.002,0.02%,,
30,120.85,0.4223,,+- 0.002,0.02%,,
30,120.98,0.477,,+- 0.002,0.02%,,
30,120.99,0.5487,,+- 0.002,0.02%,,
30,120.91,0.6036,,+- 0.002,0.02%,,
30,121.05,0.6451,,+- 0.002,0.02%,,
30,120.86,0.6695,,+- 0.002,0.02%,,
30,121.05,0.6795,,+- 0.002,0.02%,,
30,120.68,0.7167,,+- 0.002,0.02%,,
30,120.53,0.7181,,+- 0.002,0.02%,,
30,120.27,0.7516,,+- 0.002,0.02%,,
30,119.8,0.7627,,+- 0.002,0.02%,,
30,118.74,0.7966,,+- 0.002,0.02%,,
30,116.17,0.8488,,+- 0.002,0.02%,,
30,109.73,0.9108,,+- 0.002,0.02%,,
30,102.73,0.944,,+- 0.002,0.02%,,
30,92.6,0.9743,,+- 0.002,0.02%,,
30,85.26,0.9892,,+- 0.002,0.02%,,
30,82.74,0.9936,,+- 0.002,0.02%,,
30,78.54,1.0,,+- 0.002,0.02%,,
