"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
430.0,26.6,0.0,0.0,0.1,0.133,+-0.1,+-0.1
430.2,26.6,0.0297,0.025,0.1,0.133,+-0.1,+-0.1
430.4,26.6,0.0807,0.0699,0.1,0.133,+-0.1,+-0.1
430.6,26.6,0.1313,0.1152,0.1,0.133,+-0.1,+-0.1
430.8,26.6,0.1788,0.1577,0.1,0.133,+-0.1,+-0.1
431.2,26.6,0.2416,0.2102,0.1,0.133,+-0.1,+-0.1
431.6,26.6,0.3399,0.2988,0.1,0.133,+-0.1,+-0.1
432.0,26.6,0.3885,0.3936,0.1,0.133,+-0.1,+-0.1
432.6,26.6,0.4846,0.4394,0.1,0.133,+-0.1,+-0.1
432.8,26.6,0.5396,0.4897,0.1,0.133,+-0.1,+-0.1
433.2,26.6,0.5917,0.5346,0.1,0.133,+-0.1,+-0.1
433.6,26.6,0.6384,0.5846,0.1,0.133,+-0.1,+-0.1
433.8,26.6,0.6921,0.626,0.1,0.133,+-0.1,+-0.1
434.6,26.6,0.77,0.7139,0.1,0.133,+-0.1,+-0.1
434.6,26.6,0.81,0.7515,0.1,0.133,+-0.1,+-0.1
435.4,26.6,0.8645,0.8047,0.1,0.133,+-0.1,+-0.1
436.0,26.6,0.9092,0.8665,0.1,0.133,+-0.1,+-0.1
437.0,26.6,0.9583,0.9349,0.1,0.133,+-0.1,+-0.1
437.7,26.6,1.0,1.0,0.1,0.133,+-0.1,+-0.1
