"T, deg.C","P, bar",X,Y,T Err,P Err,X Err,Y Err
-10.1,0.01676,0.1391,,,,,
-5.66,0.02245,0.1391,,,,,
-1.1,0.03012,0.1391,,,,,
3.63,0.04045,0.1391,,,,,
8.2,0.05346,0.1391,,,,,
12.51,0.06889,0.1391,,,,,
