"T, deg.C","P, atm",X,Y,T Err,P Err,X Err,Y Err
104.4,6.8,,0.5583,0.01,+- 5%,,
104.4,10.21,,0.6877,0.01,+- 5%,,
104.4,13.61,,0.7531,0.01,+- 5%,,
104.4,17.01,,7961.0,0.01,+- 5%,,
137.8,13.61,,0.5185,0.01,+- 5%,,
137.8,17.01,,0.5999,0.01,+- 5%,,
