"T, K","P, atm",X,Y,T Err,P Err,X Err,Y Err
308,13.6,0.117,0.998,,,,
308,27.2,0.254,0.9984,,,,
308,41.2,0.408,0.9983,,,,
308,53.4,0.585,0.9979,,,,
308,71.1,0.921,0.9963,,,,
