"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
313.15,1.66,0.2045,0.8982,+-0.02,+-0.007,,
313.15,2.13,0.2621,0.9163,+-0.02,+-0.007,,
313.15,2.55,0.3137,0.9271,+-0.02,+-0.007,,
313.15,3.16,0.3782,0.9372,+-0.02,+-0.007,,
313.15,3.57,0.4277,0.942,+-0.02,+-0.007,,
313.15,4.05,0.4906,0.9479,+-0.02,+-0.007,,
313.15,4.53,0.5643,0.9516,+-0.02,+-0.007,,
313.15,5.03,0.6489,0.9526,+-0.02,+-0.007,,
313.15,5.5,0.7046,0.9581,+-0.02,+-0.007,,
313.15,5.98,0.7804,0.9603,+-0.02,+-0.007,,
313.15,6.37,0.8176,0.9626,+-0.02,+-0.007,,
313.15,6.67,0.8618,0.9629,+-0.02,+-0.007,,
