"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
278.25,2.514,0.3167,,0.02,0.005,0.001,0.001
283.22,2.809,0.3167,,0.02,0.005,0.001,0.001
293.29,3.479,0.3167,,0.02,0.005,0.001,0.001
303.19,4.219,0.3167,,0.02,0.005,0.001,0.001
313.22,5.029,0.3167,,0.02,0.005,0.001,0.001
323.23,5.904,0.3167,,0.02,0.005,0.001,0.001
333.18,6.824,0.3167,,0.02,0.005,0.001,0.001
341.01,7.579,0.3167,,0.02,0.005,0.001,0.001
343.17,7.754,0.3167,,0.02,0.005,0.001,0.001
351.0,8.499,0.3167,,0.02,0.005,0.001,0.001
353.18,8.689,0.3167,,0.02,0.005,0.001,0.001
360.96,9.464,0.3167,,0.02,0.005,0.001,0.001
363.18,9.619,0.3167,,0.02,0.005,0.001,0.001
370.94,10.3,0.3167,,0.02,0.005,0.001,0.001
380.9,11.15,0.3167,,0.02,0.005,0.001,0.001
390.89,11.735,0.3167,,0.02,0.005,0.001,0.001
400.92,12.14,0.3167,,0.02,0.005,0.001,0.001
410.93,12.245,0.3167,,0.02,0.005,0.001,0.001
412.87,12.22,0.3167,,0.02,0.005,0.001,0.001
414.88,12.19,0.3167,,0.02,0.005,0.001,0.001
416.13,12.175,0.3167,,0.02,0.005,0.001,0.001
416.85,12.15,0.3167,,0.02,0.005,0.001,0.001
417.87,12.125,0.3167,,0.02,0.005,0.001,0.001
419.31,12.095,0.3167,,0.02,0.005,0.001,0.001
420.36,12.065,0.3167,,0.02,0.005,0.001,0.001
