"T, deg.C","P, atm",X,Y,T Err,P Err,X Err,Y Err
75,45.2,0.0595,0.202,,,,
75,55.0,0.107,0.268,,,,
75,64.6,0.166,0.305,,,,
75,70.0,0.204,0.322,,,,
