"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
280.31,6.68,0.74,,0.4,0.6,0.005,
285.34,6.82,0.74,,0.4,0.6,0.005,
290.34,6.97,0.74,,0.4,0.6,0.005,
295.32,7.09,0.74,,0.4,0.6,0.005,
305.27,7.4,0.74,,0.4,0.6,0.005,
315.31,7.65,0.74,,0.4,0.6,0.005,
325.06,7.87,0.74,,0.4,0.6,0.005,
335.15,8.08,0.74,,0.4,0.6,0.005,
345.18,8.25,0.74,,0.4,0.6,0.005,
355.18,8.41,0.74,,0.4,0.6,0.005,
365.19,8.57,0.74,,0.4,0.6,0.005,
375.17,8.7,0.74,,0.4,0.6,0.005,
385.13,8.85,0.74,,0.4,0.6,0.005,
395.1,8.97,0.74,,0.4,0.6,0.005,
