"T, deg.F","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
315.1,10,0.037,0.457,0.3,0.3,0.006,0.006
292.0,10,0.083,0.701,0.3,0.3,0.006,0.006
265.9,10,0.156,0.872,0.3,0.3,0.006,0.006
238.1,10,0.314,0.961,0.3,0.3,0.006,0.006
227.5,10,0.366,0.977,0.3,0.3,0.006,0.006
216.7,10,0.48,0.98,0.3,0.3,0.006,0.006
207.5,10,0.612,0.989,0.3,0.3,0.006,0.006
197.0,10,0.815,0.992,0.3,0.3,0.006,0.006
