"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
404.87,101.325,0.0,0.0,0.05,0.01,,
400.48,101.325,0.0757,0.1888,0.05,0.01,,
400.03,101.325,0.0867,0.212,0.05,0.01,,
398.97,101.325,0.1039,0.2464,0.05,0.01,,
396.82,101.325,0.1401,0.3122,0.05,0.01,,
395.35,101.325,0.167,0.352,0.05,0.01,,
394.68,101.325,0.194,0.3949,0.05,0.01,,
393.68,101.325,0.2205,0.4288,0.05,0.01,,
392.94,101.325,0.2403,0.4567,0.05,0.01,,
391.39,101.325,0.2812,0.5049,0.05,0.01,,
389.74,101.325,0.3393,0.5533,0.05,0.01,,
387.91,101.325,0.3969,0.604,0.05,0.01,,
384.23,101.325,0.5327,0.7266,0.05,0.01,,
378.5,101.325,0.8356,0.919,0.05,0.01,,
375.19,101.325,1.0,1.0,0.05,0.01,,
