"T, deg.C","P, atm",X,Y,T Err,P Err,X Err,Y Err
350.4,19.96,0.0912,0.786,,,,
350.4,29.91,0.1421,0.8427,,,,
350.4,39.9,0.1898,0.8688,,,,
350.4,50.0,0.235,0.8837,,,,
