"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
404.05,100,0.0,0.0,0.1,0.1,0.001,0.001
399.55,100,0.01,0.136,0.1,0.1,0.001,0.001
395.95,100,0.019,0.232,0.1,0.1,0.001,0.001
389.25,100,0.04,0.381,0.1,0.1,0.001,0.001
384.05,100,0.06,0.474,0.1,0.1,0.001,0.001
378.95,100,0.089,0.568,0.1,0.1,0.001,0.001
374.25,100,0.124,0.636,0.1,0.1,0.001,0.001
371.25,100,0.154,0.678,0.1,0.1,0.001,0.001
368.85,100,0.182,0.703,0.1,0.1,0.001,0.001
366.55,100,0.222,0.74,0.1,0.1,0.001,0.001
364.55,100,0.261,0.764,0.1,0.1,0.001,0.001
363.15,100,0.313,0.78,0.1,0.1,0.001,0.001
361.95,100,0.361,0.802,0.1,0.1,0.001,0.001
360.95,100,0.41,0.811,0.1,0.1,0.001,0.001
360.15,100,0.453,0.823,0.1,0.1,0.001,0.001
359.45,100,0.505,0.829,0.1,0.1,0.001,0.001
358.85,100,0.554,0.848,0.1,0.1,0.001,0.001
358.25,100,0.607,0.857,0.1,0.1,0.001,0.001
357.55,100,0.677,0.873,0.1,0.1,0.001,0.001
357.05,100,0.722,0.88,0.1,0.1,0.001,0.001
356.55,100,0.77,0.891,0.1,0.1,0.001,0.001
356.15,100,0.814,0.906,0.1,0.1,0.001,0.001
355.85,100,0.857,0.921,0.1,0.1,0.001,0.001
355.45,100,0.895,0.936,0.1,0.1,0.001,0.001
355.15,100,0.935,0.956,0.1,0.1,0.001,0.001
354.95,100,0.969,0.977,0.1,0.1,0.001,0.001
354.85,100,1.0,1.0,0.1,0.1,0.001,0.001
