"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
278.34,2.57,0.3002,,0.02,0.005,0.001,0.001
283.42,2.885,0.3002,,0.02,0.005,0.001,0.001
293.3,3.555,0.3002,,0.02,0.005,0.001,0.001
303.25,4.305,0.3002,,0.02,0.005,0.001,0.001
313.4,5.145,0.3002,,0.02,0.005,0.001,0.001
323.34,6.015,0.3002,,0.02,0.005,0.001,0.001
333.29,6.93,0.3002,,0.02,0.005,0.001,0.001
343.24,7.88,0.3002,,0.02,0.005,0.001,0.001
353.71,8.875,0.3002,,0.02,0.005,0.001,0.001
363.69,9.795,0.3002,,0.02,0.005,0.001,0.001
373.67,10.675,0.3002,,0.02,0.005,0.001,0.001
383.65,11.495,0.3002,,0.02,0.005,0.001,0.001
393.58,12.207,0.3002,,0.02,0.005,0.001,0.001
403.61,12.817,0.3002,,0.02,0.005,0.001,0.001
413.59,13.267,0.3002,,0.02,0.005,0.001,0.001
423.56,13.537,0.3002,,0.02,0.005,0.001,0.001
433.57,13.577,0.3002,,0.02,0.005,0.001,0.001
443.55,13.368,0.3002,,0.02,0.005,0.001,0.001
448.52,13.182,0.3002,,0.02,0.005,0.001,0.001
450.91,13.072,0.3002,,0.02,0.005,0.001,0.001
