"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
30,614.8,1.0,1.0,+-0.01,+-0.05,+-0.0005,+-0.0005
30,565.46,0.898,0.989,+-0.01,+-0.05,+-0.0005,+-0.0005
30,495.8,0.766,0.975,+-0.01,+-0.05,+-0.0005,+-0.0005
30,465.23,0.694,0.966,+-0.01,+-0.05,+-0.0005,+-0.0005
30,435.16,0.63,0.959,+-0.01,+-0.05,+-0.0005,+-0.0005
30,361.91,0.494,0.94,+-0.01,+-0.05,+-0.0005,+-0.0005
30,316.89,0.392,0.921,+-0.01,+-0.05,+-0.0005,+-0.0005
30,266.27,0.306,0.897,+-0.01,+-0.05,+-0.0005,+-0.0005
30,190.45,0.185,0.838,+-0.01,+-0.05,+-0.0005,+-0.0005
30,159.78,0.14,0.797,+-0.01,+-0.05,+-0.0005,+-0.0005
30,36.65,0.0,0.0,+-0.01,+-0.05,+-0.0005,+-0.0005
