"T, deg.C","P, kPa",X,Y,T Err,P Err,X Err,Y Err
248.5,100,0.0,0.0,,,,
236.5,100,0.006,0.3255,,,,
218.8,100,0.017,0.6335,,,,
210.2,100,0.023,0.724,,,,
204.5,100,0.0275,0.786,,,,
191.5,100,0.039,0.8775,,,,
166.3,100,0.0665,0.964,,,,
132.5,100,0.137,0.9935,,,,
92.7,100,0.38,0.9996,,,,
85.5,100,0.4655,0.9998,,,,
78.2,100,0.586,0.9999,,,,
73.4,100,0.6915,0.9999,,,,
71.0,100,0.767,0.9999,,,,
67.3,100,0.8925,0.9999,,,,
66.1,100,0.926,0.9999,,,,
65.1,100,0.9555,0.9999,,,,
64.9,100,0.9715,1.0,,,,
64.3,100,1.0,1.0,,,,
