"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
73.8,740,1.0,1.0,,,,
74.0,740,0.988,0.992,,,,
74.1,740,0.977,0.984,,,,
74.3,740,0.942,0.953,,,,
74.5,740,0.892,0.92,,,,
74.7,740,0.844,0.896,,,,
75.0,740,0.795,0.836,,,,
75.5,740,0.712,0.768,,,,
75.9,740,0.659,0.728,,,,
76.7,740,0.583,0.656,,,,
77.3,740,0.52,0.615,,,,
79.3,740,0.372,0.474,,,,
80.3,740,0.299,0.412,,,,
80.9,740,0.258,0.361,,,,
81.5,740,0.223,0.312,,,,
83.0,740,0.127,0.195,,,,
83.6,740,0.1,0.15,,,,
84.0,740,0.079,0.13,,,,
86.3,740,0.0,0.0,,,,
