"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
381.93,0.137,0.0,0.0,0.1,,+-0.005,+-0.005
381.72,0.184,0.0165,0.0729,0.1,,+-0.005,+-0.005
382.03,0.188,0.0175,0.098,0.1,,+-0.005,+-0.005
381.6,0.256,0.0553,0.339,0.1,,+-0.005,+-0.005
381.66,0.318,0.0829,0.4755,0.1,,+-0.005,+-0.005
381.7,0.381,0.1078,0.5699,0.1,,+-0.005,+-0.005
381.68,0.47,0.1375,0.5893,0.1,,+-0.005,+-0.005
382.12,0.463,0.1415,0.7273,0.1,,+-0.005,+-0.005
382.09,0.535,0.1529,0.7071,0.1,,+-0.005,+-0.005
381.94,0.679,0.1981,0.8203,0.1,,+-0.005,+-0.005
381.52,0.818,0.2358,0.8454,0.1,,+-0.005,+-0.005
382.2,0.919,0.2546,0.8734,0.1,,+-0.005,+-0.005
381.54,1.128,0.2989,0.894,0.1,,+-0.005,+-0.005
382.1,1.333,0.3244,0.9218,0.1,,+-0.005,+-0.005
381.89,1.525,0.357,0.9334,0.1,,+-0.005,+-0.005
381.62,1.589,0.3688,0.9339,0.1,,+-0.005,+-0.005
382.05,2.031,0.4267,0.9473,0.1,,+-0.005,+-0.005
382.13,2.598,0.5,0.9593,0.1,,+-0.005,+-0.005
382.28,3.105,0.5531,0.9663,0.1,,+-0.005,+-0.005
381.78,3.563,0.5964,0.9746,0.1,,+-0.005,+-0.005
382.24,3.615,0.6048,0.9714,0.1,,+-0.005,+-0.005
381.87,4.176,0.6635,0.9785,0.1,,+-0.005,+-0.005
382.07,4.176,0.6762,0.9758,0.1,,+-0.005,+-0.005
382.12,4.516,0.708,0.9778,0.1,,+-0.005,+-0.005
382.2,4.735,0.732,0.9785,0.1,,+-0.005,+-0.005
381.76,5.073,0.7621,0.9847,0.1,,+-0.005,+-0.005
381.92,5.908,0.8064,0.9863,0.1,,+-0.005,+-0.005
382.01,5.919,0.8542,0.9893,0.1,,+-0.005,+-0.005
382.03,6.47,0.8853,0.9918,0.1,,+-0.005,+-0.005
382.0,6.603,0.9181,0.9937,0.1,,+-0.005,+-0.005
381.96,6.752,0.9457,0.9942,0.1,,+-0.005,+-0.005
381.93,7.353,1.0,1.0,0.1,,+-0.005,+-0.005
