"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
369.83,101.32,0.0,0.0,+-0.01,+-0.02,+-0.01,+-0.01
367.88,101.32,0.0276,0.084,+-0.01,+-0.02,+-0.01,+-0.01
365.88,101.32,0.0671,0.1852,+-0.01,+-0.02,+-0.01,+-0.01
365.55,101.32,0.0748,0.1998,+-0.01,+-0.02,+-0.01,+-0.01
362.38,101.32,0.1619,0.3454,+-0.01,+-0.02,+-0.01,+-0.01
361.25,101.32,0.1912,0.3902,+-0.01,+-0.02,+-0.01,+-0.01
359.95,101.32,0.2427,0.4543,+-0.01,+-0.02,+-0.01,+-0.01
359.48,101.32,0.2635,0.4743,+-0.01,+-0.02,+-0.01,+-0.01
358.88,101.32,0.2904,0.4987,+-0.01,+-0.02,+-0.01,+-0.01
357.67,101.32,0.3575,0.5517,+-0.01,+-0.02,+-0.01,+-0.01
357.28,101.32,0.3794,0.5687,+-0.01,+-0.02,+-0.01,+-0.01
356.78,101.32,0.4121,0.5902,+-0.01,+-0.02,+-0.01,+-0.01
356.35,101.32,0.4437,0.61,+-0.01,+-0.02,+-0.01,+-0.01
355.96,101.32,0.474,0.6289,+-0.01,+-0.02,+-0.01,+-0.01
355.48,101.32,0.5156,0.6526,+-0.01,+-0.02,+-0.01,+-0.01
355.11,101.32,0.5536,0.673,+-0.01,+-0.02,+-0.01,+-0.01
354.68,101.32,0.5947,0.6981,+-0.01,+-0.02,+-0.01,+-0.01
354.33,101.32,0.6354,0.7221,+-0.01,+-0.02,+-0.01,+-0.01
354.05,101.32,0.6804,0.7443,+-0.01,+-0.02,+-0.01,+-0.01
353.76,101.32,0.7219,0.77,+-0.01,+-0.02,+-0.01,+-0.01
353.55,101.32,0.7678,0.795,+-0.01,+-0.02,+-0.01,+-0.01
353.36,101.32,0.8181,0.8269,+-0.01,+-0.02,+-0.01,+-0.01
353.27,101.32,0.8698,0.8653,+-0.01,+-0.02,+-0.01,+-0.01
353.3,101.32,0.9265,0.9126,+-0.01,+-0.02,+-0.01,+-0.01
353.79,101.32,1.0,1.0,+-0.01,+-0.02,+-0.01,+-0.01
