"T, deg.C","P, MPa",X,Y,T Err,P Err,X Err,Y Err
38.0,1.138,0.891,,+-0.2,+-0.02,,
50.2,1.469,0.891,,+-0.2,+-0.02,,
71.3,2.227,0.891,,+-0.2,+-0.02,,
80.5,2.627,0.891,,+-0.2,+-0.02,,
