"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
303.15,4.413,0.00435,0.0412,,,,
303.15,4.803,0.01524,0.128,,,,
303.15,5.203,0.02727,0.2043,,,,
303.15,5.781,0.04633,0.2975,,,,
303.15,6.386,0.06783,0.3753,,,,
303.15,7.329,0.10991,0.4743,,,,
303.15,8.189,0.17111,0.5479,,,,
303.15,8.723,0.24688,0.5907,,,,
303.15,9.085,0.32385,0.6194,,,,
303.15,9.303,0.38655,0.6404,,,,
303.15,9.403,0.41758,0.6508,,,,
303.15,9.663,0.50492,0.6797,,,,
303.15,9.869,0.58087,0.7087,,,,
303.15,9.999,0.63434,0.7329,,,,
303.15,10.199,0.72455,0.781,,,,
303.15,10.341,0.8084,0.8337,,,,
303.15,10.394,0.85785,0.8705,,,,
303.15,10.427,0.89064,0.8979,,,,
303.15,10.435,0.89934,0.9056,,,,
303.15,10.445,0.92444,0.9284,,,,
303.15,10.457,0.9537,0.9556,,,,
303.15,10.467,0.97315,0.9739,,,,
303.15,10.473,0.98153,0.9819,,,,
