"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
298.15,12.683,0.0,,+-0.003,+-0.004,,
298.15,13.079,0.0133,0.043,+-0.003,+-0.004,,
298.15,13.507,0.0287,0.0866,+-0.003,+-0.004,,
298.15,13.958,0.0463,0.1304,+-0.003,+-0.004,,
298.15,14.849,0.0872,0.2128,+-0.003,+-0.004,,
298.15,15.784,0.1404,0.294,+-0.003,+-0.004,,
298.15,16.571,0.1966,0.3603,+-0.003,+-0.004,,
298.15,17.283,0.259,0.4201,+-0.003,+-0.004,,
298.15,17.88,0.3243,0.4739,+-0.003,+-0.004,,
298.15,18.274,0.3736,0.5106,+-0.003,+-0.004,,
298.15,18.53,0.4094,0.5362,+-0.003,+-0.004,,
298.15,18.825,0.4562,0.5688,+-0.003,+-0.004,,
298.15,18.821,0.4569,0.5695,+-0.003,+-0.004,,
298.15,19.212,0.5271,0.6172,+-0.003,+-0.004,,
298.15,19.65,0.6277,0.6867,+-0.003,+-0.004,,
298.15,19.885,0.6911,0.7314,+-0.003,+-0.004,,
298.15,20.028,0.744,0.7708,+-0.003,+-0.004,,
298.15,20.152,0.8135,0.826,+-0.003,+-0.004,,
298.15,20.206,0.8644,0.869,+-0.003,+-0.004,,
298.15,20.221,0.9224,0.9217,+-0.003,+-0.004,,
298.15,20.202,0.9705,0.9685,+-0.003,+-0.004,,
298.15,20.169,0.9896,0.9888,+-0.003,+-0.004,,
298.15,20.153,1.0,,+-0.003,+-0.004,,
