"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
283.2,0.681,0.0,0.0,,,,
283.2,0.808,0.051,0.188,,,,
283.2,0.936,0.1,0.323,,,,
283.2,1.017,0.123,0.383,,,,
283.2,1.142,0.17,0.466,,,,
283.2,1.254,0.208,0.523,,,,
283.2,1.354,0.234,0.565,,,,
283.2,1.597,0.314,0.649,,,,
283.2,1.744,0.357,0.694,,,,
283.2,2.057,0.444,0.761,,,,
283.2,2.423,1.532,0.826,,,,
283.2,2.587,0.583,0.841,,,,
283.2,2.871,0.647,0.874,,,,
283.2,3.083,0.708,0.899,,,,
283.2,3.576,0.816,0.936,,,,
283.2,3.636,0.831,0.945,,,,
283.2,4.066,0.907,0.971,,,,
283.2,4.459,1.0,1.0,,,,
