"T, deg.C","P, psi",X,Y,T Err,P Err,X Err,Y Err
79,127,0.0495,0.93,0.1,+-1%,,
79,255,0.11,0.9675,0.1,+-1%,,
79,455,0.1731,0.9775,0.1,+-1%,,
79,795,0.3,0.982,0.1,+-1%,,
79,805,0.31,0.982,0.1,+-1%,,
79,1255,0.5,0.982,0.1,+-1%,,
79,1495,0.649,0.9725,0.1,+-1%,,
79,1535,0.6693,0.972,0.1,+-1%,,
79,1595,0.708,0.965,0.1,+-1%,,
