"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
354.12,101.3,0.0267,0.0821,+-0.01,+-0.1,,
352.72,101.3,0.0513,0.146,+-0.01,+-0.1,,
349.42,101.3,0.1154,0.3113,+-0.01,+-0.1,,
347.14,101.3,0.1941,0.4162,+-0.01,+-0.1,,
345.25,101.3,0.2668,0.5019,+-0.01,+-0.1,,
341.85,101.3,0.4406,0.6357,+-0.01,+-0.1,,
340.95,101.3,0.5169,0.6799,+-0.01,+-0.1,,
340.45,101.3,0.565,0.7035,+-0.01,+-0.1,,
340.11,101.3,0.6005,0.7225,+-0.01,+-0.1,,
339.85,101.3,0.638,0.7392,+-0.01,+-0.1,,
339.45,101.3,0.7314,0.7789,+-0.01,+-0.1,,
339.32,101.3,0.8061,0.8158,+-0.01,+-0.1,,
339.49,101.3,0.876,0.8562,+-0.01,+-0.1,,
340.03,101.3,0.9137,0.8863,+-0.01,+-0.1,,
339.99,101.3,0.9365,0.9087,+-0.01,+-0.1,,
340.49,101.3,0.9673,0.9462,+-0.01,+-0.1,,
